lat,lon,verify,verify_meaning,host_unit,area_m2
42.607969,-74.327279,2,unable to identify,Dhm,11.7
42.588271,-74.338728,1,positively identified,Dhm,30.1
42.587714,-74.36054,1,positively identified,Dhm,10.2
42.746163,-74.56504,1,positively identified,Dhm,44.4
42.730228,-74.512813,1,positively identified,Dhm,11.3
42.720711,-74.530208,1,positively identified,Dhm,49.8
