lat,lon,verify,verify_meaning,host_unit,area_m2
42.498734,-73.910686,1,positively identified,Dhm,24.0
42.465256,-73.908286,1,positively identified,Dhm,54.9
42.503559,-73.90937,1,positively identified,Dhm,24.0
42.63627,-74.247497,2,unable to identify,Dhm,13.5
42.623258,-74.204445,1,positively identified,Dhm,12.1
42.604299,-74.159488,1,positively identified,Dhm,272.0
42.61057,-74.064293,1,positively identified,Dhm,14.2
42.596347,-74.022286,1,positively identified,Dhm,116.3
